ID,NumberofVisits,LnInc,Sex,LnAge,HHSize
698,0,11.37939407,1,2.708050201,4
699,0,11.37939407,0,4.127134385,3
700,0,10.53209621,0,3.784189634,2
701,0,10.81977828,1,3.295836866,2
702,0,10.81977828,0,4.060443011,3
703,0,11.91839057,1,3.295836866,4
704,0,10.76848499,1,3.295836866,3
705,2,10.30895266,1,3.891820298,6
706,0,11.11988288,1,4.043051268,3
707,0,11.37939407,1,3.401197382,3
708,0,11.11988288,0,3.713572067,5
709,0,10.22194128,1,3.737669618,3
710,0,10.38899537,1,4.094344562,2
711,1,10.30895266,1,4.077537444,3
712,0,11.19134184,1,4.043051268,2
713,5,11.37939407,1,3.33220451,8
714,0,10.81977828,0,3.761200116,2
715,0,11.11988288,1,2.995732274,4
716,7,10.30895266,1,3.850147602,2
717,0,11.37939407,0,3.931825633,6
718,0,10.81977828,1,3.258096538,4
719,1,9.903487553,1,3.258096538,3
720,0,11.73606902,1,3.713572067,5
721,0,11.73606902,1,2.890371758,4
722,0,11.73606902,1,3.784189634,4
723,1,11.37939407,1,3.737669618,4
724,2,11.73606902,1,4.025351691,4
725,0,9.76995616,0,3.912023005,2
726,3,11.37939407,1,4.025351691,3
727,0,11.08214255,0,4.234106505,2
728,3,11.08214255,0,4.127134385,2
729,0,11.37939407,1,3.988984047,2
730,0,10.38899537,1,3.951243719,1
731,0,11.08214255,1,4.127134385,2
732,0,10.81977828,1,3.912023005,3
733,0,11.37939407,0,3.871201011,2
734,0,11.08214255,0,4.094344562,2
735,0,10.81977828,1,3.970291914,2
736,1,10.91508846,1,3.63758616,1
737,0,11.37939407,1,3.433987204,2
738,0,11.37939407,1,3.828641396,2
739,0,10.53209621,0,4.094344562,2
740,0,10.30895266,0,3.433987204,3
741,1,10.81977828,1,3.610917913,6
742,6,10.81977828,1,3.80666249,3
743,4,10.81977828,0,3.970291914,3
744,1,10.65725935,0,4.204692619,1
745,0,10.53209621,1,3.828641396,4
746,0,11.73606902,1,3.891820298,2
747,0,11.37939407,1,3.465735903,2
748,1,11.37939407,0,3.891820298,4
749,0,10.38899537,0,4.158883083,2
750,1,11.37939407,1,3.688879454,3
751,1,10.02127059,0,4.17438727,2
752,0,11.08214255,1,2.708050201,4
753,1,10.76848499,1,3.784189634,3
754,0,11.73606902,0,3.850147602,6
755,0,10.30895266,1,3.295836866,5
756,0,10.30895266,1,3.555348061,4
757,0,10.81977828,1,3.850147602,5
758,1,10.81977828,1,3.218875825,3
759,0,11.37939407,1,3.583518938,2
760,0,10.22194128,1,3.583518938,3
761,0,10.30895266,1,2.890371758,4
762,0,11.37939407,0,3.737669618,6
763,0,10.76848499,0,3.912023005,2
764,0,11.73606902,0,3.688879454,4
765,0,10.81977828,0,3.401197382,4
766,0,11.37939407,1,3.465735903,2
767,0,10.53209621,1,3.688879454,4
768,1,11.08214255,1,3.688879454,2
769,0,9.328123408,1,3.688879454,3
770,1,11.37939407,1,3.912023005,5
771,10,11.37939407,0,3.912023005,5
772,0,11.37939407,1,3.713572067,2
773,0,10.76848499,0,3.761200116,1
774,0,11.37939407,0,3.555348061,5
775,0,11.37939407,0,3.850147602,2
776,0,10.91508846,0,3.555348061,3
777,0,10.30895266,1,3.526360525,5
778,0,11.08214255,1,4.043051268,2
779,0,11.73606902,1,3.891820298,3
780,0,10.81977828,1,3.218875825,3
781,0,11.37939407,1,3.784189634,2
782,0,10.38899537,1,3.583518938,4
783,0,10.76848499,1,3.737669618,5
784,0,11.19134184,0,4.007333185,4
785,0,11.19134184,0,2.833213344,4
786,0,10.02127059,1,2.564949357,3
787,0,10.30895266,0,3.713572067,2
788,0,10.91508846,0,3.761200116,3
789,0,11.08214255,1,3.401197382,2
790,0,11.73606902,1,3.663561646,2
791,2,11.11988288,1,3.610917913,4
792,0,11.73606902,1,3.784189634,3
793,0,10.91508846,1,4.077537444,2
794,0,11.37939407,1,3.36729583,3
795,0,11.37939407,1,3.761200116,3
796,0,11.37939407,0,4.110873864,3
797,0,10.02127059,1,3.433987204,2
798,0,10.30895266,1,3.295836866,5
799,0,11.11988288,1,3.36729583,4
800,0,10.38899537,1,3.828641396,4
801,0,10.38899537,1,2.63905733,4
802,0,10.81977828,1,3.688879454,3
803,0,10.81977828,1,3.828641396,3
804,0,11.19134184,1,3.80666249,3
805,0,11.37939407,1,3.688879454,3
806,0,11.11988288,1,3.970291914,2
807,0,10.22194128,0,3.401197382,4
808,0,10.81977828,1,3.688879454,5
809,0,11.19134184,1,4.143134726,2
810,0,11.19134184,0,4.17438727,2
811,0,10.02127059,1,4.17438727,3
812,0,10.91508846,0,3.80666249,5
813,0,11.08214255,0,3.931825633,4
814,0,10.76848499,1,3.258096538,1
815,3,11.08214255,1,3.465735903,5
816,2,10.22194128,1,3.583518938,6
817,1,10.53209621,1,3.526360525,3
818,10,11.08214255,0,3.36729583,2
819,0,10.65725935,1,3.761200116,1
820,1,10.22194128,1,3.465735903,2
821,0,10.22194128,1,1.791759469,2
822,1,12.07254125,1,3.80666249,2
823,0,11.37939407,1,3.80666249,3
824,0,10.53209621,1,3.63758616,5
825,1,10.76848499,1,3.555348061,3
826,1,10.91508846,1,4.127134385,2
827,0,10.02127059,1,2.397895273,4
828,0,10.02127059,0,3.433987204,1
829,0,9.76995616,0,4.143134726,2
830,0,10.76848499,1,2.564949357,3
831,0,11.08214255,0,3.737669618,4
832,0,10.91508846,1,2.708050201,4
833,0,11.37939407,1,3.663561646,4
834,0,9.76995616,1,3.737669618,2
835,8,11.08214255,1,4.007333185,3
836,0,11.73606902,1,3.891820298,5
837,0,11.73606902,0,3.970291914,5
838,1,11.73606902,0,3.17805383,5
839,2,11.73606902,1,4.17438727,2
840,7,11.19134184,1,4.189654742,2
841,0,9.76995616,1,3.36729583,3
842,1,11.08214255,0,4.077537444,2
843,0,10.65725935,1,3.951243719,3
844,6,10.91508846,1,3.663561646,2
845,0,11.73606902,1,3.850147602,3
846,0,10.22194128,1,3.63758616,3
847,0,10.22194128,0,3.663561646,3
848,0,11.37939407,1,2.833213344,5
849,0,10.91508846,0,3.36729583,2
850,0,9.76995616,1,3.713572067,2
851,1,10.38899537,0,3.258096538,1
852,1,10.02127059,1,3.555348061,4
853,0,10.91508846,0,2.944438979,4
854,0,11.19134184,0,3.465735903,2
855,0,10.38899537,1,3.931825633,2
856,0,10.76848499,1,3.80666249,3
857,0,11.08214255,0,3.828641396,1
858,0,10.22194128,1,3.258096538,2
859,0,9.76995616,1,3.218875825,2
860,0,10.76848499,1,3.36729583,2
861,0,10.22194128,0,3.828641396,1
862,0,10.53209621,1,3.737669618,1
863,0,10.02127059,0,3.135494216,3
864,0,12.20607265,0,3.63758616,3
865,2,10.38899537,1,3.583518938,3
866,1,9.76995616,1,3.295836866,4
867,1,10.02127059,1,4.043051268,1
868,2,11.73606902,1,3.610917913,1
869,0,11.08214255,0,3.496507561,4
870,0,10.76848499,1,3.33220451,3
871,1,10.02127059,1,3.526360525,2
872,0,9.328123408,1,3.63758616,2
873,0,11.19134184,1,4.025351691,4
874,0,11.08214255,1,3.737669618,2
875,0,10.22194128,0,3.401197382,3
876,0,10.91508846,0,3.737669618,3
877,0,10.76848499,1,3.850147602,1
878,0,10.22194128,1,3.36729583,3
879,2,11.73606902,0,3.784189634,1
880,2,10.91508846,1,3.091042453,9
881,0,11.08214255,1,4.077537444,2
882,2,11.73606902,1,3.465735903,2
883,0,11.37939407,1,3.36729583,3
884,0,9.76995616,1,3.36729583,1
885,0,11.73606902,1,3.891820298,3
886,1,11.37939407,1,3.931825633,3
887,0,10.38899537,1,3.610917913,1
888,0,10.02127059,1,3.258096538,1
889,2,11.37939407,0,3.850147602,1
890,0,11.19134184,1,3.871201011,2
891,0,10.76848499,1,3.401197382,4
892,0,10.38899537,1,3.555348061,4
893,0,10.91508846,0,3.828641396,4
894,0,10.22194128,1,3.931825633,3
895,0,10.22194128,1,3.761200116,4
896,0,10.22194128,1,4.17438727,2
897,0,10.38899537,1,4.043051268,1
898,0,11.08214255,0,2.708050201,5
899,0,10.81977828,1,3.663561646,3
900,2,11.37939407,1,4.043051268,2
901,3,10.22194128,0,3.496507561,1
902,4,11.37939407,0,3.931825633,3
903,4,11.19134184,1,3.931825633,3
904,0,11.19134184,0,3.931825633,3
905,0,10.30895266,1,2.772588722,5
906,6,10.30895266,1,4.110873864,3
907,4,10.53209621,1,3.761200116,1
908,14,10.53209621,0,3.80666249,1
909,0,10.30895266,0,4.290459441,2
910,1,11.73606902,1,3.555348061,3
911,0,10.76848499,0,4.007333185,1
912,4,10.91508846,1,3.931825633,1
913,16,11.73606902,1,3.713572067,4
914,1,10.30895266,1,3.526360525,2
915,0,10.76848499,1,4.110873864,2
916,1,9.903487553,1,3.912023005,3
917,0,10.65725935,0,3.784189634,1
918,0,9.903487553,1,2.944438979,3
919,0,11.11988288,1,3.784189634,3
920,0,11.11988288,1,3.688879454,5
921,0,11.73606902,0,3.663561646,3
922,0,10.30895266,1,3.713572067,3
923,0,9.528794103,1,4.276666119,1
924,0,11.37939407,1,3.688879454,4
925,0,10.30895266,1,3.555348061,6
926,0,10.30895266,1,2.48490665,5
927,4,11.11988288,1,3.871201011,5
928,0,11.37939407,0,4.077537444,3
929,0,11.08214255,1,3.80666249,3
930,0,9.903487553,1,2.944438979,3
931,0,11.73606902,0,3.713572067,2
932,0,11.73606902,1,3.258096538,6
933,0,11.11988288,0,3.828641396,3
934,0,11.11988288,1,3.912023005,3
935,0,10.81977828,1,3.583518938,4
936,0,10.81977828,0,3.526360525,4
937,0,8.9226583,0,3.044522438,2
938,0,11.11988288,1,3.555348061,6
939,3,10.81977828,1,3.610917913,5
940,0,10.91508846,1,3.36729583,2
941,0,10.30895266,1,3.931825633,6
942,0,11.11988288,0,3.663561646,5
943,1,11.73606902,1,3.663561646,5
944,0,11.11988288,1,4.234106505,2
945,2,11.37939407,1,3.713572067,6
946,1,11.19134184,1,4.248495242,2
947,4,11.11988288,0,3.850147602,5
948,5,11.37939407,1,3.988984047,3
949,0,9.903487553,1,3.33220451,2
950,16,11.11988288,1,3.401197382,4
951,1,10.30895266,1,3.80666249,5
952,0,10.53209621,1,3.931825633,3
953,0,9.903487553,1,3.218875825,2
954,0,11.08214255,1,4.007333185,4
955,0,11.11988288,0,4.060443011,3
956,2,11.37939407,1,3.688879454,4
957,0,11.37939407,1,2.564949357,4
958,0,11.11988288,0,3.295836866,3
959,0,10.30895266,0,3.871201011,4
960,0,10.30895266,1,3.526360525,6
961,0,11.08214255,1,2.772588722,4
962,0,11.73606902,0,3.135494216,4
963,0,9.903487553,0,2.890371758,3
964,0,11.37939407,0,3.871201011,3
965,0,10.76848499,1,3.761200116,4
966,0,11.37939407,0,3.496507561,3
967,0,10.30895266,1,4.110873864,3
968,3,10.30895266,0,3.33220451,3
969,0,10.30895266,0,2.772588722,2
970,0,11.37939407,0,3.871201011,2
971,0,11.91839057,1,3.496507561,3
972,0,9.903487553,0,3.433987204,3
973,0,10.22194128,0,3.496507561,3
974,0,11.91839057,1,3.555348061,6
975,0,11.91839057,0,2.564949357,6
976,2,10.38899537,1,3.784189634,5
977,0,9.903487553,1,3.496507561,3
978,0,9.903487553,1,4.234106505,3
979,0,10.38899537,0,3.526360525,1
980,1,11.37939407,1,3.496507561,5
981,0,10.65725935,1,3.850147602,2
982,0,10.30895266,1,3.737669618,2
983,1,10.91508846,1,4.219507705,2
984,0,11.73606902,1,3.761200116,6
985,0,10.91508846,1,3.850147602,3
986,0,9.328123408,1,3.295836866,2
987,5,11.73606902,1,3.526360525,5
988,0,11.19134184,0,3.496507561,2
989,0,10.22194128,0,3.526360525,1
990,2,11.37939407,1,3.555348061,4
991,0,11.73606902,1,2.772588722,4
992,1,11.73606902,1,4.077537444,2
993,0,10.81977828,1,4.043051268,4
994,0,11.11988288,0,4.17438727,2
995,0,10.30895266,1,3.258096538,4
996,34,10.76848499,1,3.951243719,2
997,0,11.11988288,0,3.465735903,3
998,0,10.53209621,1,3.433987204,1
999,0,11.37939407,1,3.496507561,3
1000,1,11.19134184,1,3.828641396,4
1001,0,11.37939407,1,4.060443011,3
1002,0,11.73606902,1,3.970291914,5
1003,0,11.11988288,1,3.912023005,4
1004,0,11.73606902,1,3.36729583,3
1005,4,10.91508846,0,3.737669618,1
1006,2,11.37939407,1,3.761200116,4
1007,0,10.91508846,1,3.610917913,6
1008,2,11.73606902,1,3.951243719,4
1009,0,11.37939407,0,3.465735903,3
1010,0,9.903487553,0,3.433987204,4
1011,0,11.37939407,1,3.761200116,4
1012,0,10.22194128,1,3.688879454,3
1013,0,9.328123408,1,3.17805383,2
1014,0,11.19134184,1,2.48490665,2
1015,0,10.30895266,1,4.043051268,3
1016,0,10.65725935,0,3.871201011,6
1017,0,10.22194128,1,4.025351691,5
1018,0,10.22194128,0,4.077537444,5
1019,0,10.30895266,1,3.555348061,5
1020,0,9.903487553,1,4.007333185,4
1021,1,11.73606902,1,3.850147602,3
1022,1,11.73606902,0,3.912023005,3
1023,20,11.08214255,1,3.610917913,2
1024,1,8.9226583,1,4.262679877,2
1025,0,11.11988288,1,3.80666249,3
1026,2,11.73606902,1,3.761200116,5
1027,0,11.11988288,1,4.043051268,5
1028,0,10.22194128,1,3.401197382,2
1029,1,10.91508846,0,3.295836866,1
1030,1,9.76995616,0,3.583518938,1
1031,1,10.22194128,1,3.583518938,2
1032,1,10.22194128,0,3.496507561,2
1033,3,11.37939407,1,4.143134726,2
1034,4,11.37939407,0,4.158883083,2
1035,0,10.91508846,0,3.610917913,3
1036,0,11.08214255,0,3.555348061,2
1037,0,10.91508846,0,3.555348061,4
1038,0,11.37939407,0,3.526360525,2
1039,0,10.38899537,1,3.33220451,5
1040,0,11.73606902,0,3.761200116,5
1041,0,12.20607265,1,3.737669618,4
1042,0,10.91508846,1,3.871201011,4
1043,0,10.65725935,0,3.828641396,4
1044,5,11.08214255,0,4.262679877,2
1045,0,10.30895266,0,3.663561646,3
1046,0,11.37939407,1,3.737669618,5
1047,0,11.11988288,1,2.708050201,7
1048,0,10.30895266,1,3.784189634,2
1049,0,11.11988288,0,3.850147602,4
1050,0,10.02127059,0,3.80666249,3
1051,0,11.73606902,0,4.143134726,6
1052,0,11.11988288,0,3.688879454,4
1053,1,11.19134184,1,3.988984047,3
1054,2,11.73606902,1,3.988984047,5
1055,1,10.91508846,1,3.850147602,1
1056,1,11.37939407,1,3.610917913,3
1057,0,12.20607265,1,2.995732274,3
1058,0,9.76995616,1,2.564949357,3
1059,0,11.73606902,1,3.583518938,3
1060,0,10.76848499,1,3.36729583,3
1061,0,9.903487553,1,3.433987204,6
1062,0,9.903487553,0,3.63758616,6
1063,0,9.328123408,0,3.828641396,2
1064,0,9.328123408,0,2.995732274,2
1065,0,10.91508846,1,3.951243719,4
1066,5,11.11988288,0,3.526360525,2
1067,0,11.08214255,0,4.025351691,2
1068,0,10.81977828,1,4.127134385,3
1069,0,11.37939407,1,3.988984047,2
1070,0,11.37939407,1,3.610917913,6
1071,0,10.91508846,1,2.833213344,4
1072,0,12.07254125,0,3.871201011,4
1073,1,11.37939407,1,3.63758616,4
1074,0,11.11988288,0,3.526360525,4
1075,0,10.81977828,1,3.33220451,3
1076,0,10.65725935,1,3.496507561,2
1077,0,10.30895266,1,3.401197382,5
1078,0,11.73606902,1,3.80666249,6
1079,0,10.02127059,1,3.295836866,2
1080,0,10.02127059,1,3.871201011,1
1081,0,9.76995616,1,3.401197382,1
1082,0,10.81977828,0,4.219507705,3
1083,4,12.07254125,1,3.737669618,2
1084,0,10.76848499,0,4.110873864,2
1085,0,11.37939407,1,3.850147602,4
1086,0,11.73606902,0,4.094344562,1
1087,0,12.07254125,1,2.48490665,5
1088,0,11.08214255,1,3.951243719,2
1089,0,11.73606902,1,3.931825633,2
1090,0,9.903487553,0,4.219507705,4
1091,0,10.02127059,1,4.043051268,1
1092,0,11.37939407,0,4.007333185,1
1093,0,10.38899537,1,3.931825633,2
1094,0,10.38899537,1,3.258096538,2
1095,0,10.76848499,0,3.583518938,1
1096,0,10.91508846,0,3.912023005,2
1097,1,9.903487553,1,3.663561646,6
1098,0,10.53209621,0,4.317488114,2
1099,4,11.19134184,0,3.784189634,3
1100,0,11.73606902,0,3.761200116,4
1101,0,11.37939407,0,3.761200116,4
1102,5,10.53209621,1,3.555348061,4
1103,0,10.65725935,0,2.564949357,2
1104,1,11.37939407,1,2.708050201,5
1105,0,11.37939407,0,3.988984047,1
1106,0,11.73606902,1,3.80666249,4
1107,0,11.37939407,1,3.891820298,4
1108,0,11.37939407,0,3.135494216,4
1109,0,10.91508846,1,4.158883083,1
1110,1,11.37939407,1,3.891820298,5
1111,0,11.37939407,1,2.995732274,5
1112,0,11.37939407,0,3.135494216,5
1113,0,10.91508846,1,3.610917913,4
1114,0,11.37939407,0,4.094344562,3
1115,2,11.73606902,1,3.80666249,2
1116,0,9.076808979,0,4.343805422,1
1117,7,12.07254125,1,3.737669618,4
1118,1,11.37939407,1,3.871201011,2
1119,0,12.20607265,1,3.951243719,2
1120,0,12.20607265,0,3.931825633,2
1121,0,11.37939407,0,3.951243719,2
1122,0,12.20607265,0,4.127134385,1
1123,1,9.076808979,1,4.127134385,1
1124,0,8.9226583,1,3.135494216,1
1125,0,11.19134184,1,2.944438979,4
1126,0,11.19134184,0,3.912023005,4
1127,0,11.19134184,0,2.833213344,4
1128,0,10.22194128,0,3.295836866,1
1129,0,10.76848499,0,3.784189634,3
1130,0,10.53209621,1,3.465735903,5
1131,0,11.11988288,0,2.708050201,5
1132,0,10.91508846,0,4.290459441,2
1133,0,10.53209621,1,3.850147602,2
1134,1,10.38899537,0,4.060443011,2
1135,0,11.11988288,1,2.708050201,6
1136,0,10.22194128,1,3.970291914,5
1137,0,11.73606902,1,4.060443011,1
1138,0,10.22194128,1,2.564949357,2
1139,0,10.22194128,1,4.077537444,2
1140,0,10.38899537,1,2.564949357,2
1141,0,10.38899537,0,4.110873864,2
1142,0,11.08214255,0,3.761200116,3
1143,0,10.65725935,0,3.951243719,3
1144,0,11.08214255,0,3.555348061,1
1145,0,10.76848499,0,4.143134726,1
1146,0,10.91508846,1,3.891820298,4
1147,0,10.65725935,1,3.970291914,2
1148,0,11.19134184,1,3.091042453,3
1149,0,10.91508846,0,4.043051268,1
1150,0,10.91508846,1,3.988984047,2
1151,0,10.91508846,0,3.583518938,1
1152,0,11.37939407,1,4.060443011,3
1153,33,10.38899537,0,3.80666249,1
1154,0,11.37939407,1,3.970291914,2
1155,0,11.37939407,1,3.526360525,3
1156,0,11.37939407,1,2.564949357,3
1157,8,10.91508846,1,4.356708827,2
1158,2,10.53209621,1,4.127134385,2
1159,0,10.53209621,0,3.433987204,2
1160,0,11.37939407,0,3.850147602,3
1161,1,12.07254125,1,3.610917913,4
1162,1,10.76848499,1,3.63758616,2
1163,0,10.76848499,0,3.850147602,2
1164,0,10.02127059,0,4.043051268,3
1165,0,10.38899537,1,4.077537444,1
1166,0,11.37939407,0,4.17438727,3
1167,0,11.37939407,1,3.784189634,4
1168,3,10.22194128,1,3.761200116,4
1169,0,12.07254125,1,3.33220451,3
1170,27,11.73606902,0,3.912023005,4
1171,4,10.65725935,1,3.713572067,3
1172,2,10.65725935,0,2.302585093,3
1173,2,10.76848499,0,4.234106505,2
1174,0,10.76848499,0,4.204692619,2
1175,0,11.73606902,1,2.48490665,4
1176,1,10.76848499,0,4.043051268,3
1177,0,10.76848499,0,4.248495242,2
1178,0,10.91508846,1,2.772588722,4
1179,0,11.08214255,0,3.828641396,6
1180,0,11.37939407,1,4.158883083,2
1181,0,11.19134184,0,2.833213344,4
1182,0,12.07254125,1,3.970291914,2
1183,0,11.08214255,1,4.219507705,2
1184,0,10.76848499,0,3.610917913,2
1185,0,11.19134184,1,3.912023005,3
1186,0,11.08214255,1,4.234106505,2
1187,0,11.08214255,0,3.850147602,5
1188,1,10.91508846,1,4.007333185,2
1189,0,10.65725935,1,3.555348061,4
1190,6,10.91508846,0,4.17438727,2
1191,0,9.528794103,1,3.688879454,1
1192,1,11.37939407,1,3.828641396,3
1193,0,11.37939407,0,3.80666249,3
1194,0,10.38899537,1,3.36729583,1
1195,0,10.53209621,1,3.737669618,5
1196,0,10.76848499,1,2.564949357,4
1197,0,10.38899537,1,3.63758616,2
1198,0,11.73606902,1,3.63758616,4
1199,1,11.08214255,1,3.80666249,5
1200,0,11.73606902,1,3.737669618,4
1201,0,11.19134184,1,3.871201011,4
1202,0,11.19134184,1,3.091042453,4
1203,0,11.19134184,0,4.007333185,2
1204,2,12.20607265,1,3.737669618,4
1205,0,10.91508846,0,3.713572067,2
1206,0,10.65725935,1,3.496507561,2
1207,0,11.11988288,1,3.63758616,6
1208,0,11.37939407,1,4.007333185,2
1209,0,10.22194128,0,3.526360525,1
1210,1,11.73606902,0,4.17438727,1
1211,1,11.73606902,0,4.110873864,2
1212,0,11.37939407,1,3.496507561,3
1213,1,11.37939407,0,3.555348061,3
1214,0,11.08214255,0,3.850147602,1
1215,0,10.76848499,0,3.610917913,1
1216,0,11.37939407,1,3.931825633,3
1217,0,11.37939407,1,3.295836866,3
1218,0,11.37939407,0,4.007333185,3
1219,0,10.76848499,1,4.234106505,2
1220,0,11.37939407,1,3.912023005,5
1221,0,11.37939407,0,3.850147602,5
1222,2,11.37939407,0,3.737669618,2
1223,0,12.07254125,0,4.007333185,3
1224,0,11.37939407,0,4.110873864,2
1225,0,10.65725935,1,3.688879454,5
1226,0,11.08214255,1,3.583518938,5
1227,0,11.11988288,0,3.663561646,6
1228,0,10.81977828,1,3.63758616,4
1229,1,10.81977828,0,3.761200116,4
1230,16,10.38899537,1,3.912023005,4
1231,3,10.38899537,0,3.583518938,4
1232,0,10.65725935,1,3.610917913,4
1233,0,10.65725935,1,2.63905733,4
1234,0,10.65725935,0,3.688879454,4
1235,9,10.76848499,0,4.110873864,4
1236,0,10.65725935,1,3.871201011,3
1237,0,11.37939407,1,3.610917913,4
1238,0,9.903487553,0,3.80666249,4
1239,0,11.11988288,0,4.025351691,3
1240,2,10.76848499,1,4.317488114,2
1241,2,10.65725935,1,3.828641396,2
1242,0,10.38899537,0,4.007333185,2
1243,0,10.81977828,1,2.772588722,6
1244,0,12.07254125,1,3.36729583,4
1245,0,10.30895266,1,3.258096538,2
1246,2,11.73606902,0,4.077537444,3
1247,4,12.07254125,1,3.713572067,2
1248,0,11.11988288,1,3.784189634,3
1249,0,11.91839057,1,3.433987204,4
1250,0,9.528794103,1,3.295836866,1
1251,0,11.19134184,0,3.091042453,3
1252,0,10.53209621,0,3.401197382,2
1253,3,10.76848499,1,3.496507561,4
1254,0,11.37939407,1,3.63758616,2
1255,0,10.81977828,1,3.555348061,6
1256,0,11.08214255,1,3.931825633,2
1257,0,10.81977828,0,4.025351691,5
1258,0,10.30895266,1,3.17805383,2
1259,0,10.30895266,1,2.564949357,9
1260,1,9.528794103,1,3.610917913,2
1261,0,11.37939407,0,3.218875825,5
1262,0,11.11988288,1,3.912023005,4
1263,0,10.30895266,1,3.465735903,2
1264,2,11.73606902,0,4.356708827,2
1265,0,10.53209621,1,2.708050201,6
1266,1,10.53209621,1,4.33073334,1
1267,0,10.53209621,0,4.290459441,1
1268,0,11.08214255,1,3.737669618,3
1269,3,11.37939407,1,3.80666249,2
1270,0,9.903487553,0,3.218875825,3
1271,0,11.11988288,1,4.077537444,4
1272,3,12.07254125,1,3.784189634,3
1273,0,10.38899537,0,2.833213344,4
1274,0,10.38899537,0,2.708050201,4
1275,0,11.73606902,1,3.850147602,5
1276,0,11.73606902,1,2.63905733,5
1277,0,10.76848499,1,4.060443011,3
1278,1,10.91508846,1,3.33220451,2
1279,0,10.91508846,0,4.110873864,2
1280,6,12.07254125,1,3.713572067,2
1281,0,11.37939407,1,4.007333185,3
1282,0,11.37939407,0,3.401197382,3
1283,42,10.38899537,0,4.234106505,2
1284,0,11.37939407,0,3.433987204,4
1285,0,9.903487553,1,3.526360525,4
1286,0,11.73606902,1,3.784189634,5
1287,0,10.02127059,1,2.708050201,5
1288,0,10.81977828,0,3.496507561,3
1289,0,11.37939407,0,3.091042453,5
1290,0,11.73606902,0,3.465735903,7
1291,1,10.30895266,1,3.295836866,5
1292,0,10.22194128,0,4.234106505,1
1293,0,10.30895266,0,3.713572067,2
1294,0,10.81977828,1,3.871201011,4
1295,2,11.91839057,1,3.401197382,5
1296,0,9.76995616,1,3.988984047,3
1297,0,10.76848499,0,4.290459441,2
1298,0,12.07254125,0,3.737669618,3
1299,0,11.37939407,1,3.951243719,4
1300,0,8.9226583,1,3.135494216,5
1301,0,10.91508846,1,3.433987204,4
1302,0,9.328123408,1,3.36729583,6
1303,0,11.37939407,0,4.158883083,3
1304,0,8.9226583,1,3.258096538,2
1305,0,9.328123408,1,2.890371758,4
1306,0,11.11988288,1,3.663561646,7
1307,0,11.11988288,1,2.564949357,7
1308,0,11.08214255,0,3.80666249,5
1309,0,10.38899537,1,3.80666249,4
1310,0,10.38899537,1,2.772588722,4
1311,0,11.11988288,1,3.401197382,5
1312,7,11.19134184,1,4.007333185,2
1313,0,9.76995616,0,3.688879454,1
1314,0,11.08214255,0,3.80666249,4
1315,1,11.37939407,0,3.713572067,3
1316,0,10.22194128,1,4.304065093,1
1317,0,11.08214255,0,3.951243719,2
1318,0,10.38899537,1,3.688879454,1
1319,0,11.11988288,1,3.713572067,5
1320,2,10.81977828,1,3.526360525,6
1321,0,11.73606902,0,4.043051268,2
1322,0,11.11988288,0,3.63758616,5
1323,0,9.903487553,0,2.890371758,4
1324,0,11.37939407,1,3.258096538,4
1325,0,11.37939407,0,3.33220451,4
1326,0,10.30895266,1,4.094344562,2
1327,0,10.30895266,1,3.36729583,4
1328,0,10.81977828,1,3.433987204,4
1329,2,11.19134184,1,4.094344562,2
1330,0,10.30895266,1,2.63905733,4
1331,1,11.91839057,1,3.610917913,4
1332,0,11.91839057,0,2.397895273,4
1333,5,10.30895266,1,3.36729583,2
1334,0,11.37939407,1,3.951243719,2
1335,0,11.11988288,1,3.871201011,4
1336,0,11.73606902,1,3.951243719,3
1337,1,10.22194128,1,3.871201011,3
1338,5,11.37939407,1,3.761200116,3
1339,1,11.73606902,1,3.951243719,2
1340,0,10.53209621,0,3.496507561,1
1341,0,11.37939407,1,2.772588722,4
1342,0,11.37939407,0,3.912023005,4
1343,2,11.11988288,1,3.891820298,2
1344,0,10.22194128,1,3.761200116,1
1345,0,10.30895266,1,3.401197382,2
1346,0,10.30895266,0,3.713572067,6
1347,8,11.08214255,1,3.891820298,3
1348,0,9.903487553,1,3.401197382,5
1349,0,10.65725935,0,3.465735903,2
1350,7,11.08214255,1,3.688879454,4
1351,0,8.9226583,1,3.401197382,2
1352,0,11.37939407,0,3.828641396,5
1353,0,10.30895266,1,3.610917913,6
1354,0,10.30895266,1,2.772588722,7
1355,0,10.30895266,1,3.63758616,3
1356,0,10.30895266,1,2.708050201,3
1357,0,11.73606902,1,2.995732274,5
1358,0,10.91508846,1,3.663561646,3
1359,0,11.11988288,1,3.850147602,5
1360,0,11.08214255,1,3.912023005,4
1361,0,10.91508846,1,3.63758616,3
1362,0,12.07254125,1,3.891820298,4
1363,36,9.528794103,1,3.688879454,3
1364,11,11.73606902,1,3.433987204,5
1365,0,10.30895266,1,2.708050201,5
1366,1,11.73606902,0,2.944438979,4
1367,0,11.19134184,1,3.688879454,4
1368,1,11.19134184,1,2.708050201,4
1369,0,11.37939407,1,4.007333185,2
1370,0,10.76848499,0,3.737669618,3
1371,0,11.73606902,0,4.025351691,4
1372,0,11.37939407,1,3.912023005,5
1373,1,11.19134184,0,4.077537444,2
1374,1,10.38899537,1,3.63758616,1
1375,2,10.91508846,1,3.891820298,2
1376,0,10.91508846,0,3.891820298,2
